aggregation,algorithm,place_id,aligned_x,aligned_y,inferred_lat,inferred_lon,displacement_km
mean,spherical,AE,54.297074564685346,-24.038414183942525,24.038414183942525,54.29707456468535,48.140202978323394
mean,spherical,AO,12.436549075136895,8.849046811219013,-8.849046811219013,12.436549075136883,87.46316559112859
mean,spherical,AR,-58.290345621079894,34.30452497962014,-34.30452497962014,-58.290345621079915,34.40447955209598
mean,spherical,AT,15.974543344457373,-47.67474685324305,47.67474685324305,15.974543344457391,65.43224713438987
mean,spherical,AU,146.61115628221302,36.937482961474664,-36.937482961474664,146.61115628221302,291.53468808326545
mean,spherical,BD,91.00735498989354,-23.0423472658885,23.0423472658885,91.00735498989354,97.5757871075233
mean,spherical,BE,4.785209850129576,-50.94795844742738,50.94795844742738,4.785209850129584,34.2101990876885
mean,spherical,BF,-0.8248460884445592,-13.276947254834313,13.276947254834313,-0.8248460884445569,126.13329404548925
mean,spherical,BH,50.764339166626826,-25.545335489332846,25.545335489332846,50.764339166626826,78.92528512542293
mean,spherical,BO,-63.769814582236066,18.143271611010142,-18.143271611010142,-63.76981458223606,186.0457346031938
mean,spherical,BR,-47.00222296889177,16.530492377335634,-16.530492377335634,-47.002222968891765,128.46981295708989
mean,spherical,BW,24.277658422865983,23.670354792490585,-23.670354792490585,24.277658422865994,198.16225845024883
mean,spherical,CA,-75.38509242328236,-44.85453633504312,44.85453633504312,-75.38509242328237,67.4705987825477
mean,spherical,CD,14.443621932192713,4.179703949954859,-4.179703949954859,14.443621932192709,97.80302969967303
mean,spherical,CH,8.10113136755487,-47.05696324555255,47.05696324555255,8.101131367554895,50.56864472411853
mean,spherical,CI,-6.212906918865258,-8.09623053820475,8.09623053820475,-6.212906918865276,175.7017962746459
mean,spherical,CL,-69.62091767826153,33.89617088967931,-33.89617088967931,-69.62091767826153,109.03714510521804
mean,spherical,CM,10.034074063225859,-4.446976821520333,4.446976821520333,10.034074063225871,176.34816097916104
mean,spherical,CN,116.61200401984445,-39.192636326664974,39.192636326664974,116.61200401984443,84.33302540856454
mean,spherical,CO,-70.51349716724827,-3.071495405863628,3.071495405863628,-70.51349716724829,431.1043242180071
mean,spherical,CR,-82.78490770612983,-8.518469300791361,8.518469300791361,-82.78490770612984,212.7670651699548
mean,spherical,CU,-76.77871232421978,-20.807798383833905,20.807798383833905,-76.7787123242198,631.4818127555615
mean,spherical,CZ,14.293669933342585,-49.90416863778551,49.90416863778551,14.293669933342578,23.534765971986285
mean,spherical,DE,13.515485294999593,-52.29031958456159,52.29031958456159,13.515485294999579,27.12210153668214
mean,spherical,DJ,40.90310666055021,-10.879279645753858,10.879279645753858,40.903106660550215,257.4439601482521
mean,spherical,DK,12.46232512419084,-55.462161228857745,55.462161228857745,12.462325124190844,25.06769788313783
mean,spherical,DZ,2.896442347555734,-36.21235423315589,36.21235423315589,2.896442347555727,62.94028606242534
mean,spherical,EC,-76.69051436728152,2.2582466192006714,-2.2582466192006714,-76.69051436728152,303.7571268029516
mean,spherical,EG,31.216479732243783,-29.531864566462826,29.531864566462826,31.216479732243776,57.906100927452876
mean,spherical,ES,-2.785259795425162,-40.51042034756685,40.51042034756685,-2.7852597954251634,77.09948663443622
mean,spherical,ET,37.331155249037295,-8.429823149710597,8.429823149710597,37.33115524903729,164.62458657417207
mean,spherical,FI,24.009331490407476,-60.31313334850644,60.31313334850644,24.0093314904075,53.11264772649663
mean,spherical,FJ,177.5158405705539,19.344046636457623,-19.344046636457623,177.5158405705539,166.24747887452105
mean,spherical,FR,2.7532011766203084,-49.06620069806139,49.06620069806139,2.7532011766203115,37.82454217539034
mean,spherical,GB,-0.14567379249777446,-51.98914407151704,51.98914407151704,-0.14567379249776924,54.20647908092316
mean,spherical,GH,-1.3538621957117414,-8.358364150455213,8.358364150455213,-1.3538621957117605,336.2672988608841
mean,spherical,GR,23.098092086139957,-37.27614383133291,37.27614383133291,23.09809208613993,96.57928442223707
mean,spherical,GT,-87.2873596462534,-13.552348727350148,13.552348727350148,-87.2873596462534,369.3129531679065
mean,spherical,HU,18.88805172559708,-47.57699944919685,47.57699944919685,18.88805172559708,16.74020384864383
mean,spherical,IE,-4.946415227246632,-53.30805700738846,53.30805700738846,-4.946415227246621,86.69059709325715
mean,spherical,IN,77.21116978416183,-27.480236197233754,27.480236197233754,77.21116978416183,124.51962594596523
mean,spherical,IQ,43.58019648848463,-32.87047343120726,32.87047343120726,43.580196488484624,91.91905241858495
mean,spherical,IR,50.98905795426947,-34.197790895123546,34.197790895123546,50.989057954269455,168.82073525203478
mean,spherical,IS,-18.728363699902474,-63.53600867501602,63.53600867501602,-18.728363699902467,172.02263535556446
mean,spherical,IT,13.017526077003481,-42.09087071365264,42.09087071365264,13.01752607700347,49.234864112583374
mean,spherical,JO,36.16237039098496,-31.176641125736776,31.176641125736776,36.162370390984975,88.94775457540136
mean,spherical,JP,138.88725753844756,-35.951481424237635,35.951481424237635,138.88725753844756,83.11803617314324
mean,spherical,KE,34.54474359205199,0.7435379133755519,-0.7435379133755519,34.54474359205199,259.35884358207807
mean,spherical,KH,106.5669704271599,-13.897889756882902,13.897889756882902,106.56697042715992,316.47571482305347
mean,spherical,KR,126.94158088884092,-36.97548844614383,36.97548844614383,126.94158088884089,66.1045109262761
mean,spherical,KW,48.184202680063436,-28.19037901688299,28.19037901688299,48.18420268006344,132.90572634263958
mean,spherical,LA,105.86427470718974,-19.654866596770958,19.654866596770958,105.86427470718972,391.50278738703054
mean,spherical,LB,34.33416226102207,-32.83628294402562,32.83628294402562,34.334162261022044,158.72400702544527
