aggregation,algorithm,place_id,aligned_x,aligned_y,inferred_lat,inferred_lon,displacement_km
mean,spherical,AO,13.968397947977707,9.373569009423184,-9.373569009423184,13.968397947977712,100.4838675130998
mean,spherical,AR,-57.508478493653,32.937589231375256,-32.937589231375256,-57.50847849365302,202.42275390162675
mean,spherical,AU,146.7359778088487,37.4677750043212,-37.4677750043212,146.7359778088487,323.8840682744161
mean,spherical,BD,91.16614598894614,-23.858778653423325,23.858778653423325,91.16614598894617,78.69530010725776
mean,spherical,BR,-46.497493029572695,16.35595590282927,-16.35595590282927,-46.497493029572674,164.67904811145291
mean,spherical,CA,-74.66098017092786,-44.892462105670276,44.892462105670276,-74.66098017092786,100.42843827880634
mean,spherical,CD,15.253632773331958,4.576038450511326,-4.576038450511326,15.253632773331955,28.37970905428538
mean,spherical,CL,-68.31043756092343,33.66266832188749,-33.66266832188749,-68.31043756092345,219.84801157924807
mean,spherical,CN,117.03217495712755,-39.61968949182113,39.61968949182113,117.03217495712752,65.14043556567712
mean,spherical,CO,-71.32709503788614,-3.630707489837937,3.630707489837937,-71.32709503788614,324.27529839758466
mean,spherical,DE,13.503081857103837,-52.15093793280054,52.15093793280054,13.503081857103826,42.0484391788854
mean,spherical,DZ,2.201396376393717,-36.35745937584499,36.35745937584499,2.201396376393715,88.19995262637752
mean,spherical,EG,31.81650890351432,-29.956041731142477,29.956041731142477,31.81650890351433,55.769953729625556
mean,spherical,ES,-3.1657385980538493,-40.26991166501676,40.26991166501676,-3.165738598053873,46.42144043234724
mean,spherical,ET,37.50248829500583,-8.35437227303135,8.35437227303135,37.50248829500582,151.66241384058057
mean,spherical,FI,24.68118019145635,-60.26551914861327,60.26551914861327,24.681180191456352,16.967954114466448
mean,spherical,FJ,177.65153979363623,19.42448164392679,-19.42448164392679,177.65153979363623,165.957033514235
mean,spherical,FR,2.5717203387200698,-49.01642747078467,49.01642747078467,2.57172033872007,24.044590105940845
mean,spherical,GB,0.048618476448240244,-51.73426684548288,51.73426684548288,0.048618476448253845,28.297741014771997
