aggregation,algorithm,place_id,aligned_x,aligned_y,inferred_lat,inferred_lon,displacement_km
mean,spherical,AO,12.35060308148556,10.469182536981496,-10.469182536981496,12.350603081485545,205.69472236147087
mean,spherical,AR,-57.14033048801383,33.18156887666261,-33.18156887666261,-57.140330488013845,195.96400567950724
mean,spherical,AU,147.18207412632626,36.6126984916389,-36.6126984916389,147.18207412632623,229.28643133673282
mean,spherical,BD,91.04756025925076,-24.596319105064403,24.596319105064403,91.04756025925073,116.68308199607293
mean,spherical,BR,-46.2901326135912,15.855384875384015,-15.855384875384015,-46.29013261359119,174.34963090400498
mean,spherical,CA,-74.93143912283024,-45.54706391563772,45.54706391563772,-74.93143912283023,61.744620781590655
mean,spherical,CD,15.387592871474283,4.8812325186215,-4.8812325186215,15.387592871474277,62.093890215025574
mean,spherical,CL,-67.66044332078762,34.07356483739183,-34.07356483739183,-67.66044332078762,286.6729852539842
mean,spherical,CN,115.9948387654191,-39.93299837450763,39.93299837450763,115.99483876541909,33.38228558289859
mean,spherical,CO,-70.61065841751396,-3.2467401428176617,3.2467401428176617,-70.61065841751397,413.71272354261987
mean,spherical,DE,13.632393274428807,-52.06994447087641,52.06994447087641,13.632393274428802,52.88737356667237
mean,spherical,DZ,2.688170403225058,-35.903287749378336,35.903287749378336,2.6881704032250444,101.11240401458382
mean,spherical,EG,31.83729831913959,-30.09798864331897,30.09798864331897,31.8372983191396,56.93408257513763
mean,spherical,ES,-3.1248444944779976,-40.57505668442312,40.57505668442312,-3.1248444944780207,51.15483487223314
mean,spherical,ET,37.921550533341815,-8.594803332002435,8.594803332002435,37.92155053334182,98.38097833875753
mean,spherical,FI,24.435632833929844,-60.376824333991635,60.376824333991635,24.435632833929862,35.22194021728305
mean,spherical,FJ,176.81182794999268,19.030549162111797,-19.030549162111797,176.8118279499927,198.67049617716984
mean,spherical,FR,2.6565915273892813,-48.82568606791278,48.82568606791278,2.656591527389289,24.27089768282755
mean,spherical,GB,-0.006174049036985707,-51.790991608243594,51.790991608243594,-0.0061740490369626795,33.06493181987651
mean,spherical,GH,-0.23750222138662025,-7.574732138563291,7.574732138563291,-0.23750222138662289,224.92960273352512
mean,spherical,GR,23.36996081737601,-37.6038082605229,37.6038082605229,23.369960817376036,52.987432406889674
mean,spherical,IN,77.77546758051346,-28.63160299488969,28.63160299488969,77.77546758051349,56.28448494832524
mean,spherical,IT,12.699686276893033,-41.98576079037707,41.98576079037707,12.69968627689304,20.534405019658685
mean,spherical,JP,139.28201021807865,-36.10957258957148,36.10957258957148,139.28201021807865,63.09604252086082
mean,spherical,KE,35.587916473156895,1.3801254363744628,-1.3801254363744628,35.587916473156916,136.8178162317065
mean,spherical,KR,126.0618380563692,-37.47328967923025,37.47328967923025,126.06183805636921,83.21632658452097
mean,spherical,MA,-6.334202944057552,-34.5952963221363,34.5952963221363,-6.334202944057555,78.38737250925062
mean,spherical,MX,-97.20268020656485,-19.439987713277358,19.439987713277358,-97.20268020656486,202.3953176738568
mean,spherical,MY,101.56526352871595,-3.3939412282357724,3.3939412282357724,101.56526352871592,29.06943914301457
mean,spherical,NG,6.892040422045341,-9.185756910905507,9.185756910905507,6.892040422045329,71.07351757622543
mean,spherical,NL,5.531492607062688,-52.430544526117025,52.430544526117025,5.5314926070626855,42.75840726704529
mean,spherical,NO,10.96520047475343,-59.36944220927205,59.36944220927205,10.96520047475344,62.275001812816065
mean,spherical,NZ,172.988628517133,41.67309523277339,-41.67309523277339,172.988628517133,155.13563817929904
mean,spherical,PE,-76.37819163845865,11.194023774380554,-11.194023774380554,-76.37819163845865,119.84213704161765
mean,spherical,PH,120.5830248018907,-16.120435215216414,16.120435215216414,120.58302480189072,173.68918496359007
mean,spherical,PK,72.18030307150838,-31.73696000671338,31.73696000671338,72.18030307150838,237.10636711330253
mean,spherical,PL,20.270467409406592,-52.13447520331034,52.13447520331034,20.270467409406603,51.28533749270855
mean,spherical,PT,-7.778531017806017,-39.28833263580378,39.28833263580378,-7.778531017806,133.81265924124432
mean,spherical,RU,37.733796634068796,-55.23221103853433,55.23221103853433,37.733796634068796,58.524599698735564
mean,spherical,SA,46.32849983650752,-24.95867569471324,24.95867569471324,46.32849983650752,56.8070282631142
mean,spherical,SE,16.868628417790433,-59.06977060045763,59.06977060045763,16.86862841779042,76.58359398308006
mean,spherical,SG,103.86077599183687,-1.943546950491089,1.943546950491089,103.86077599183687,72.12164434414603
mean,spherical,SN,-17.349265563860115,-16.145365688575367,16.145365688575367,-17.34926556386013,159.31244992612184
mean,spherical,TH,100.52509027148284,-13.9111952270454,13.9111952270454,100.52509027148284,17.743349122387794
mean,spherical,TR,32.42750451935552,-39.35466180839494,39.35466180839494,32.427504519355516,73.94661448868837
mean,spherical,TZ,33.82650445380338,5.331896170219115,-5.331896170219115,33.82650445380338,232.91164133432662
mean,spherical,UA,29.580352136994662,-49.796412699559845,49.796412699559845,29.58035213699467,97.39079765516207
mean,spherical,US,-76.50576143046335,-38.97022124148091,38.97022124148091,-76.50576143046335,44.39376741717707
mean,spherical,VN,105.59700849485625,-21.089574915378098,21.089574915378098,105.59700849485624,26.74204605775656
mean,spherical,ZA,27.07249475908884,26.461950395109955,-26.461950395109955,27.072494759088837,142.79324051762595
mean,classical,AO,9.475088519892868,-14.294627114450432,,,
mean,classical,AR,-38.90253829837335,51.727011558689426,,,
mean,classical,AU,105.6307960084768,68.65861474492239,,,
mean,classical,BD,89.63887621348309,-42.5988878595411,,,
mean,classical,BR,-43.30443027034091,25.82337531267409,,,
mean,classical,CA,-7.6782972745521505,-3.759046680751986,,,
mean,classical,CD,11.09037057867707,-23.409195578107738,,,
mean,classical,CL,-32.08502938128916,61.43506619870752,,,
mean,classical,CN,93.93245778957271,-35.84932899902537,,,
mean,classical,CO,-44.98651292862008,30.41371660836354,,,
mean,classical,DE,15.522628494698143,-51.61112685657599,,,
mean,classical,DZ,-1.040363364628913,-52.44549030792105,,,
mean,classical,EG,27.177975536743762,-50.214088237622555,,,
mean,classical,ES,-3.2170555281175695,-52.35730030751197,,,
mean,classical,ET,35.195635025350256,-37.30289755182914,,,
mean,classical,FI,25.887572948344104,-47.29300124131386,,,
mean,classical,FJ,99.17473437728881,85.34968545909783,,,
mean,classical,FR,6.070359086623974,-51.858446412160816,,,
mean,classical,GB,6.498062539538655,-49.80646353389237,,,
mean,classical,GH,-8.496806429263422,-34.769782779419074,,,
mean,classical,GR,19.02471529128261,-50.7488847103436,,,
mean,classical,IN,76.42428240344012,-43.5782446157087,,,
mean,classical,IT,11.007693641141024,-51.845688872207035,,,
mean,classical,JP,96.26896713978508,-14.534324752128619,,,
mean,classical,KE,33.13124281787026,-30.31075750714529,,,
mean,classical,KR,97.75490541732486,-27.778560020814705,,,
mean,classical,MA,-8.310665777643834,-50.82344250742672,,,
mean,classical,MX,-11.380193365481887,36.73491348657849,,,
mean,classical,MY,107.57789454532423,-26.982662180362478,,,
mean,classical,NG,-0.5744452089388439,-34.32856495718474,,,
mean,classical,NL,10.358818399625928,-50.742471808587865,,,
mean,classical,NO,17.618136806067,-46.85984693731895,,,
mean,classical,NZ,96.24089352767663,103.39452055243906,,,
mean,classical,PE,-45.89040983310944,52.15674716381076,,,
mean,classical,PH,112.86328669892694,-23.00291916707689,,,
mean,classical,PK,70.69345310898663,-47.83183261421746,,,
mean,classical,PL,20.147177286105432,-51.098881074790626,,,
mean,classical,PT,-6.346108026238248,-50.50925577538551,,,
mean,classical,RU,34.042442524700625,-50.252058359862374,,,
mean,classical,SA,43.79123122444992,-45.099804261676184,,,
mean,classical,SE,20.521181304925133,-47.5898680079068,,,
mean,classical,SG,108.85050785781146,-23.863870862551025,,,
mean,classical,SN,-23.417763125398608,-34.078188290650246,,,
mean,classical,TH,103.26313687748103,-34.54097199790773,,,
mean,classical,TR,28.173559908124183,-50.19543619686411,,,
mean,classical,TZ,31.112240804697006,-26.517938555063573,,,
mean,classical,UA,26.39885713165188,-51.04127132351351,,,
mean,classical,US,-12.652247616244914,2.7268686369181303,,,
mean,classical,VN,101.84936098750299,-33.10292727217994,,,
mean,classical,ZA,26.834527604650567,-4.049898633202751,,,
mean,metric,AO,13.532350222796875,13.643873062165387,,,
mean,metric,AR,-37.85875002572917,60.28818617015064,,,
mean,metric,AU,120.3295766416388,62.44975950216167,,,
mean,metric,BD,91.71609507870556,-39.104678113159125,,,
mean,metric,BR,-41.80587596994703,33.134410848924375,,,
mean,metric,CA,-45.749642297839095,-42.49002974293437,,,
mean,metric,CD,15.76404879520591,6.241972041867626,,,
mean,metric,CL,-38.13096877833389,65.95119533844593,,,
mean,metric,CN,98.19164338950401,-56.364804964900756,,,
mean,metric,CO,-61.3954715343745,15.945916454245658,,,
mean,metric,DE,15.919861767851645,-58.730631673409476,,,
mean,metric,DZ,2.673559063843861,-44.252917838723974,,,
mean,metric,EG,32.13666065902757,-38.79460795702397,,,
mean,metric,ES,-0.9508950300010994,-49.76970691037394,,,
mean,metric,ET,41.59172605063089,-12.926243355747962,,,
mean,metric,FI,25.242608243555814,-64.55168392361222,,,
mean,metric,FJ,116.12174755302354,78.6964479321225,,,
mean,metric,FR,6.678212563962809,-56.64046811469615,,,
mean,metric,GB,5.964648598671488,-58.899565217813304,,,
mean,metric,GH,-4.375699756359765,-10.666109713319882,,,
mean,metric,GR,22.952698643669336,-44.770239944164885,,,
mean,metric,IN,76.8501879254357,-42.730448915638135,,,
mean,metric,IT,13.003415299318949,-49.69056493206031,,,
mean,metric,JP,113.98477095194107,-53.70179978436089,,,
mean,metric,KE,39.9494828044894,0.37378627440352474,,,
mean,metric,KR,105.97722516164234,-54.28023915291969,,,
mean,metric,MA,-6.0144116503540985,-44.554440988473836,,,
mean,metric,MX,-68.91477163355557,1.392345137665739,,,
mean,metric,MY,111.53630375464988,-13.726274411556513,,,
mean,metric,NG,4.331264237497809,-11.82150800547111,,,
mean,metric,NL,10.107198706577904,-59.215368060647606,,,
mean,metric,NO,16.495274048204966,-63.715188086829755,,,
mean,metric,NZ,101.21252564898893,94.62368458126203,,,
mean,metric,PE,-59.69683021774106,41.58164104729421,,,
mean,metric,PH,120.5237478415635,-27.569271653407956,,,
mean,metric,PK,70.41956683134268,-45.79308068566757,,,
mean,metric,PL,21.083147335456353,-58.68909826055416,,,
mean,metric,PT,-5.198889027182091,-48.78891071521234,,,
mean,metric,RU,34.07261746254317,-61.90362122877647,,,
mean,metric,SA,48.04057435967222,-35.07992362499335,,,
mean,metric,SE,20.226926848778852,-63.858914093821,,,
mean,metric,SG,113.91238339961345,-11.807291223541116,,,
mean,metric,SN,-20.86437257398913,-22.17190925237529,,,
mean,metric,TH,106.12573319023434,-25.782950012373814,,,
mean,metric,TR,31.794211274781002,-47.53055116241683,,,
mean,metric,TZ,38.33185969569791,5.559387794463973,,,
mean,metric,UA,28.546271294251305,-57.024819149610295,,,
mean,metric,US,-51.370442685502205,-32.9993796987216,,,
mean,metric,VN,105.46874741786462,-32.30981121219932,,,
mean,metric,ZA,32.47835241827463,32.36671059633602,,,
mean,nonmetric,AO,13.724528769272041,10.82357774734096,,,
mean,nonmetric,AR,-29.673067903933998,62.39697472092786,,,
mean,nonmetric,AU,113.72440022921225,63.95250043346495,,,
mean,nonmetric,BD,92.14635192521206,-39.21917517854662,,,
mean,nonmetric,BR,-38.547694484305374,35.239765034313066,,,
mean,nonmetric,CA,-48.06685007095522,-39.35507774550628,,,
mean,nonmetric,CD,14.741331817761074,3.548839740055225,,,
mean,nonmetric,CL,-33.20232755555392,66.1405403983075,,,
mean,nonmetric,CN,100.21851790023632,-52.5560406552725,,,
mean,nonmetric,CO,-57.70443419089886,20.802225519041098,,,
