aggregation,algorithm,place_id,aligned_x,aligned_y,inferred_lat,inferred_lon,displacement_km
mean,spherical,AO,12.062531641717499,11.030584338237214,-11.030584338237214,12.062531641717504,275.5884137824351
mean,spherical,AR,-57.27334072109713,33.445199712213835,-33.445199712213835,-57.273340721097135,165.15094499910396
mean,spherical,AU,147.3803186953238,36.51658653359064,-36.51658653359064,147.38031869532378,208.85639569675507
mean,spherical,BD,90.9614789235024,-23.10572125877069,23.10572125877069,90.96147892350241,89.14666260032354
mean,spherical,BR,-47.3219344211015,17.129056471616927,-17.129056471616927,-47.321934421101496,162.77676876157253
mean,spherical,CA,-76.3238289616448,-45.065814173159715,45.065814173159715,-76.32382896164481,62.52780734438714
mean,spherical,CD,14.140916252395101,4.315483756381895,-4.315483756381895,14.140916252395092,129.96944599173125
mean,spherical,CL,-69.45872095767184,33.71173412892401,-33.71173412892401,-69.45872095767186,115.8861443142346
mean,spherical,CN,115.79715595819573,-39.90095718398991,39.90095718398991,115.7971559581957,50.35831478327954
mean,spherical,CO,-71.98526108377898,-3.475141616803118,3.475141616803118,-71.98526108377898,264.3021003048197
mean,spherical,DE,13.526512976273182,-51.907215122186365,51.907215122186365,13.526512976273162,69.10034272669122
mean,spherical,DZ,2.129982801424518,-35.54547298254278,35.54547298254278,2.1299828014245232,158.71549439106587
mean,spherical,EG,31.80241741804832,-29.931738540909794,29.931738540909794,31.802417418048332,55.03800380188299
mean,spherical,ES,-3.7414088572077446,-40.959360122436046,40.959360122436046,-3.741408857207758,62.15915763931079
mean,spherical,ET,36.77882547024228,-7.943933220427942,7.943933220427942,36.77882547024227,243.46491954806194
mean,spherical,FI,24.321910001023753,-60.85130212772421,60.85130212772421,24.32191000102375,82.02948094235835
mean,spherical,FJ,178.5617850425827,19.6916911006883,-19.6916911006883,178.5617850425827,173.7766366770758
mean,spherical,FR,2.6956389819613946,-48.9220232871987,48.9220232871987,2.6956389819613857,27.281557069649935
mean,spherical,GB,0.10366615659043532,-51.58054035915641,51.58054035915641,0.10366615659045375,17.686471093661247
mean,spherical,GH,-0.5300807146275588,-6.738905633510024,6.738905633510024,-0.5300807146275633,136.3968329354657
mean,spherical,GR,22.907303093032624,-38.36440349665728,38.36440349665728,22.907303093032628,83.4639272281724
mean,spherical,IN,78.82521460943605,-28.656606801241697,28.656606801241697,78.82521460943603,158.7481397263139
mean,spherical,IT,12.441921988305637,-42.19828325856117,42.19828325856117,12.441921988305635,33.55891103932099
mean,spherical,JP,139.52080358898286,-36.0251292842052,36.0251292842052,139.52080358898283,42.878898564728715
mean,spherical,KE,35.70290972307242,1.5050914073931763,-1.5050914073931763,35.702909723072416,126.06830750097397
mean,spherical,KR,127.41638963380694,-37.449430625291356,37.449430625291356,127.4163896338069,39.2179223210369
mean,spherical,MA,-7.217491502430818,-34.16619887526562,34.16619887526562,-7.217491502430824,38.4288778227292
mean,spherical,MX,-97.48135843985867,-19.14327491837052,19.14327491837052,-97.48135843985868,176.53613983624317
mean,spherical,MY,102.4989891050601,-3.5405033999491664,3.5405033999491664,102.49898910506013,98.05544010553251
mean,spherical,NG,6.639612192038015,-9.196370363327766,9.196370363327766,6.639612192037996,98.67736186256002
mean,spherical,NL,5.263280753146972,-52.739694123191754,52.739694123191754,5.263280753146966,49.14132675411053
mean,spherical,NO,11.418823492166354,-59.502938442841064,59.502938442841064,11.418823492166355,59.59695465603597
mean,spherical,NZ,174.1102523398165,41.81034247217708,-41.81034247217708,174.11025233981647,79.72739690961944
mean,spherical,PE,-77.02093849348483,11.810789459172476,-11.810789459172476,-77.02093849348482,26.379165640000434
mean,spherical,PH,122.06114267518637,-15.974712985396772,15.974712985396772,122.06114267518639,191.3091561682767
mean,spherical,PK,71.76940617393103,-30.459839796817477,30.459839796817477,71.769406173931,383.7123453913095
mean,spherical,PL,20.497226329697327,-52.40783035867239,52.40783035867239,20.497226329697337,38.19245925699256
mean,spherical,PT,-9.83859504647296,-39.38335671047075,39.38335671047075,-9.838595046472957,94.51246099040225
mean,spherical,RU,37.80663215037586,-55.60710310075371,55.60710310075371,37.806632150375854,20.339380569104637
mean,spherical,SA,45.928503515573965,-24.3645663841733,24.3645663841733,45.92850351557398,90.66424846406846
mean,spherical,SE,16.629869244022956,-59.34358310957734,59.34358310957734,16.629869244022935,83.08409871995998
mean,spherical,SG,104.52383421086279,-1.5780015535407317,1.5780015535407317,104.52383421086277,80.8491557967994
mean,spherical,SN,-16.34734291849,-14.799745295494196,14.799745295494196,-16.34734291849,121.60301149727606
mean,spherical,TH,102.60881473769263,-14.51617637921299,14.51617637921299,102.60881473769264,241.26451614432418
mean,spherical,TR,32.155903255065255,-39.49122274267735,39.49122274267735,32.15590325506524,77.61644090365638
mean,spherical,TZ,34.483780563903196,6.054222939175438,-6.054222939175438,34.48378056390321,140.72952645939097
mean,spherical,UA,30.161379471117925,-50.21669955639561,50.21669955639561,30.16137947111794,34.92772079963802
mean,spherical,US,-77.10983092869252,-39.304029165400934,39.304029165400934,-77.10983092869253,45.55911750682582
mean,spherical,VN,107.81157198743375,-20.43160552682429,20.43160552682429,107.81157198743375,214.93991708035355
mean,spherical,ZA,26.731452389281884,26.95988913712295,-26.95988913712295,26.731452389281873,204.1996421248572
mean,classical,AO,9.260607984474127,-14.83799395087311,,,
mean,classical,AR,-37.991716258722924,50.786771025376424,,,
mean,classical,AU,105.19161420831836,67.62519769021272,,,
mean,classical,BD,90.37782712497312,-43.15647897549742,,,
mean,classical,BR,-42.33881663450257,27.59263727568675,,,
