response_id,experiment_id,pair_id,sample_number,attempt,timestamp,prompt,raw_response,parsed_distance_km,quality,terminal,retryable,latency_ms,input_tokens,output_tokens,estimated_cost_usd,reserved_cost_usd,model_version,finish_reason,provider_payload
84f67fc91cc0945a7329a722d0e2d4513658021b1bec0d90937263a418623b3e,11369ef5efb4048d455b5758,AO--AR,0,1,2026-09-08T16:56:25.357978+00:00,"Estimez la distance à vol d’oiseau, suivant un grand cercle, en kilomètres entre Luanda, Angola et Buenos Aires, Argentina. Répondez uniquement par votre meilleure estimation numérique en kilomètres, sans expliquer votre raisonnement. Utilisez uniquement les chiffres 0–9, avec un point si un séparateur décimal est nécessaire. N’incluez ni séparateur de milliers ni unité.",7791,7791.0,valid,True,False,1007.9047920007724,82,4,0.000159,0.000159,gemini-3.5-flash,STOP,"{""candidates"": [{""content"": {""parts"": [{""text"": ""7791"", ""thoughtSignature"": ""EmgKZgERTTIPmFsrnO9o0tAsH6HxOgDmtXtoXg/+zCWl6hue7T25pbYtwLtNvG9KgmVXH2wUqv6IAEQ1fSin1/RhtlynRt1+wQhaDKj4A+EqiH5LzFZHmVs+9B2gLBczg2o4VMvrUNEs4w==""}], ""role"": ""model""}, ""finishReason"": ""STOP"", ""index"": 0}], ""usageMetadata"": {""promptTokenCount"": 82, ""candidatesTokenCount"": 4, ""totalTokenCount"": 86, ""promptTokensDetails"": [{""modality"": ""TEXT"", ""tokenCount"": 82}], ""serviceTier"": ""standard""}, ""modelVersion"": ""gemini-3.5-flash"", ""responseId"": ""OT6gauTpH6aQ3boP46u58Ao""}"
c5946d24d627d6831cafd5c894c0266b6897a1d88ddb4e51e545495dbb48c26b,11369ef5efb4048d455b5758,AO--AR,1,1,2026-09-08T16:56:25.484478+00:00,"Estimez la distance à vol d’oiseau, suivant un grand cercle, en kilomètres entre Luanda, Angola et Buenos Aires, Argentina. Répondez uniquement par votre meilleure estimation numérique en kilomètres, sans expliquer votre raisonnement. Utilisez uniquement les chiffres 0–9, avec un point si un séparateur décimal est nécessaire. N’incluez ni séparateur de milliers ni unité.",7770,7770.0,valid,True,False,1191.2662499817088,82,4,0.000159,0.000159,gemini-3.5-flash,STOP,"{""candidates"": [{""content"": {""parts"": [{""text"": ""7770"", ""thoughtSignature"": ""EmgKZgERTTIPq+jRmP/v278plTPJN8g99D93Qn31EunLn3MsYmsO5X2Iiv3JG2gIGjhGGg32S5lD9Ii6tEwWSV64XAEJvQrdMlLvv+ZadZyMGm7btKhluvIV2iAzp1nJtrZIoroiBxZMMg==""}], ""role"": ""model""}, ""finishReason"": ""STOP"", ""index"": 0}], ""usageMetadata"": {""promptTokenCount"": 82, ""candidatesTokenCount"": 4, ""totalTokenCount"": 86, ""promptTokensDetails"": [{""modality"": ""TEXT"", ""tokenCount"": 82}], ""serviceTier"": ""standard""}, ""modelVersion"": ""gemini-3.5-flash"", ""responseId"": ""OT6gau2BMdOb3boP6IqpsQo""}"
75170603af0bab81157c91484bb110c2efb4bfb8b809300cc216ee4f1c60ca92,11369ef5efb4048d455b5758,AO--AR,2,1,2026-09-08T16:56:25.612103+00:00,"Estimez la distance à vol d’oiseau, suivant un grand cercle, en kilomètres entre Luanda, Angola et Buenos Aires, Argentina. Répondez uniquement par votre meilleure estimation numérique en kilomètres, sans expliquer votre raisonnement. Utilisez uniquement les chiffres 0–9, avec un point si un séparateur décimal est nécessaire. N’incluez ni séparateur de milliers ni unité.",7760,7760.0,valid,True,False,1186.1238749988843,82,4,0.000159,0.000159,gemini-3.5-flash,STOP,"{""candidates"": [{""content"": {""parts"": [{""text"": ""7760"", ""thoughtSignature"": ""EmgKZgERTTIPEiarBh3MMIvipvO1MbYt3tDbuOAlLQ+20DE8qlI+MASv8++zJuP4v1WA0mgt8v+VorEkiwtG3f5kBpfUtvVqkphEruJ9QK6FxiKrmUqBs24+GN8dJFwFXOJCl8MIc25/5Q==""}], ""role"": ""model""}, ""finishReason"": ""STOP"", ""index"": 0}], ""usageMetadata"": {""promptTokenCount"": 82, ""candidatesTokenCount"": 4, ""totalTokenCount"": 86, ""promptTokensDetails"": [{""modality"": ""TEXT"", ""tokenCount"": 82}], ""serviceTier"": ""standard""}, ""modelVersion"": ""gemini-3.5-flash"", ""responseId"": ""OT6gao2oNrOtnsEP5r7k2Q4""}"
eb302f9bf6c6169db7335042afb89662cfd9522331491e34fd1f4c528ee8ea7a,11369ef5efb4048d455b5758,AO--AR,3,1,2026-09-08T16:56:25.743051+00:00,"Estimez la distance à vol d’oiseau, suivant un grand cercle, en kilomètres entre Luanda, Angola et Buenos Aires, Argentina. Répondez uniquement par votre meilleure estimation numérique en kilomètres, sans expliquer votre raisonnement. Utilisez uniquement les chiffres 0–9, avec un point si un séparateur décimal est nécessaire. N’incluez ni séparateur de milliers ni unité.",7780,7780.0,valid,True,False,1485.6277920189314,82,4,0.000159,0.000159,gemini-3.5-flash,STOP,"{""candidates"": [{""content"": {""parts"": [{""text"": ""7780"", ""thoughtSignature"": ""EmgKZgERTTIPm6B+rdQa6y9hcJOiqm+OCEMJP/PA7Hr4ijW4Sl54q62WjtCWpmXGItXMVNEN+kG5cbx4W9sKiwspkrQHO8Nsqwx2rbeRuGGqndFuTmGHv/TCMf4K1F3NHpIolC0aoAMgtg==""}], ""role"": ""model""}, ""finishReason"": ""STOP"", ""index"": 0}], ""usageMetadata"": {""promptTokenCount"": 82, ""candidatesTokenCount"": 4, ""totalTokenCount"": 86, ""promptTokensDetails"": [{""modality"": ""TEXT"", ""tokenCount"": 82}], ""serviceTier"": ""standard""}, ""modelVersion"": ""gemini-3.5-flash"", ""responseId"": ""OT6gaqKnNrKY3boPvZbXgQM""}"
72428178d0cc11e977aef0fb3d20ee02cc0605739561b1618438c8cc10b4b45e,11369ef5efb4048d455b5758,AO--AR,5,1,2026-09-08T16:56:43.412448+00:00,"Estimez la distance à vol d’oiseau, suivant un grand cercle, en kilomètres entre Luanda, Angola et Buenos Aires, Argentina. Répondez uniquement par votre meilleure estimation numérique en kilomètres, sans expliquer votre raisonnement. Utilisez uniquement les chiffres 0–9, avec un point si un séparateur décimal est nécessaire. N’incluez ni séparateur de milliers ni unité.",7780,7780.0,valid,True,False,837.1731249790173,82,4,0.000159,0.000159,gemini-3.5-flash,STOP,"{""candidates"": [{""content"": {""parts"": [{""text"": ""7780"", ""thoughtSignature"": ""EmgKZgERTTIPEUVbr1KldIq5zYIWJysj0wHQGE8v42H//FCuYBpxyam2U3+l5e+OZrQrg8aedbpSptw9562PmXsTjgOOJtHxew9ZBVDMSY6VDvBqHQQdc3LJ5vCuQ19dOg9pwFWk8eFbPQ==""}], ""role"": ""model""}, ""finishReason"": ""STOP"", ""index"": 0}], ""usageMetadata"": {""promptTokenCount"": 82, ""candidatesTokenCount"": 4, ""totalTokenCount"": 86, ""promptTokensDetails"": [{""modality"": ""TEXT"", ""tokenCount"": 82}], ""serviceTier"": ""standard""}, ""modelVersion"": ""gemini-3.5-flash"", ""responseId"": ""Sz6gauv3II2e3boPjqr22Ao""}"
3e931d056be2918e853fcc67d25ebcb7df5c04f80510618bb1e4af2570131a00,11369ef5efb4048d455b5758,AO--AR,4,1,2026-09-08T16:56:43.244741+00:00,"Estimez la distance à vol d’oiseau, suivant un grand cercle, en kilomètres entre Luanda, Angola et Buenos Aires, Argentina. Répondez uniquement par votre meilleure estimation numérique en kilomètres, sans expliquer votre raisonnement. Utilisez uniquement les chiffres 0–9, avec un point si un séparateur décimal est nécessaire. N’incluez ni séparateur de milliers ni unité.",7791,7791.0,valid,True,False,1063.7292499886826,82,4,0.000159,0.000159,gemini-3.5-flash,STOP,"{""candidates"": [{""content"": {""parts"": [{""text"": ""7791"", ""thoughtSignature"": ""EmgKZgERTTIPl5dgR2dvgpPAvV7ZCTkfOU9RqmSodV7jhySW0k5kXmhkyg0OdPT0dQSQklaGCBWGF0oqlHxiI6LvgV8b3nPW/bHC1Bu0+qEAt5YPrWp6qnJeo9Imwm9lBz2hbxNWo94i2Q==""}], ""role"": ""model""}, ""finishReason"": ""STOP"", ""index"": 0}], ""usageMetadata"": {""promptTokenCount"": 82, ""candidatesTokenCount"": 4, ""totalTokenCount"": 86, ""promptTokensDetails"": [{""modality"": ""TEXT"", ""tokenCount"": 82}], ""serviceTier"": ""standard""}, ""modelVersion"": ""gemini-3.5-flash"", ""responseId"": ""Sz6gaqSbGJ2U3boP9fDluQo""}"
9b8fa8c859e85e4b00b431b912f55f3a9883678430b413a260465afd25951ccc,11369ef5efb4048d455b5758,AO--AR,6,1,2026-09-08T16:56:43.547503+00:00,"Estimez la distance à vol d’oiseau, suivant un grand cercle, en kilomètres entre Luanda, Angola et Buenos Aires, Argentina. Répondez uniquement par votre meilleure estimation numérique en kilomètres, sans expliquer votre raisonnement. Utilisez uniquement les chiffres 0–9, avec un point si un séparateur décimal est nécessaire. N’incluez ni séparateur de milliers ni unité.",7780,7780.0,valid,True,False,826.1455419997219,82,4,0.000159,0.000159,gemini-3.5-flash,STOP,"{""candidates"": [{""content"": {""parts"": [{""text"": ""7780"", ""thoughtSignature"": ""EmgKZgERTTIPJFD60ICY8HitbMYkJj8LLoMhEum5gD3m4j/OyhzEDI77gaCjnydZEQTsU5bD6Va8PDzMm66tVgAnFwlq1UHxbmQGkviHU7S3FLkAn1hBbv5E0uoe49lxzhf6H3u1qpZU1A==""}], ""role"": ""model""}, ""finishReason"": ""STOP"", ""index"": 0}], ""usageMetadata"": {""promptTokenCount"": 82, ""candidatesTokenCount"": 4, ""totalTokenCount"": 86, ""promptTokensDetails"": [{""modality"": ""TEXT"", ""tokenCount"": 82}], ""serviceTier"": ""standard""}, ""modelVersion"": ""gemini-3.5-flash"", ""responseId"": ""Sz6gatL0KOCS3boPtK27sQo""}"
93c08567bce74d2861409c20ee999bcd97567a6409b0a8b7efc97387fc401394,11369ef5efb4048d455b5758,AO--AR,7,1,2026-09-08T16:56:43.687676+00:00,"Estimez la distance à vol d’oiseau, suivant un grand cercle, en kilomètres entre Luanda, Angola et Buenos Aires, Argentina. Répondez uniquement par votre meilleure estimation numérique en kilomètres, sans expliquer votre raisonnement. Utilisez uniquement les chiffres 0–9, avec un point si un séparateur décimal est nécessaire. N’incluez ni séparateur de milliers ni unité.",7780,7780.0,valid,True,False,1001.5597910096403,82,4,0.000159,0.000159,gemini-3.5-flash,STOP,"{""candidates"": [{""content"": {""parts"": [{""text"": ""7780"", ""thoughtSignature"": ""EmgKZgERTTIPGoJcCG4Nv+RcdAlk3L0+xLLn0aYS2/O52E8fDm9M0boEin8BleyQzenDBBt4Gahma7btjrMHZHfdyV7T0LJn7pvE1mnrdqK5BuCkrRPurmwCJLQDspr3hS8En7WrbpAkGg==""}], ""role"": ""model""}, ""finishReason"": ""STOP"", ""index"": 0}], ""usageMetadata"": {""promptTokenCount"": 82, ""candidatesTokenCount"": 4, ""totalTokenCount"": 86, ""promptTokensDetails"": [{""modality"": ""TEXT"", ""tokenCount"": 82}], ""serviceTier"": ""standard""}, ""modelVersion"": ""gemini-3.5-flash"", ""responseId"": ""Sz6gas64MuWc3boPtryEuQo""}"
8f5e2b611baa1e24388799513aaf27985d90aebc68734a2f0889e36cc1785974,11369ef5efb4048d455b5758,AO--AU,0,1,2026-09-08T16:56:44.084356+00:00,"Estimez la distance à vol d’oiseau, suivant un grand cercle, en kilomètres entre Luanda, Angola et Canberra, Australia. Répondez uniquement par votre meilleure estimation numérique en kilomètres, sans expliquer votre raisonnement. Utilisez uniquement les chiffres 0–9, avec un point si un séparateur décimal est nécessaire. N’incluez ni séparateur de milliers ni unité.",11956,11956.0,valid,True,False,842.2749169985764,81,5,0.0001665,0.0001665,gemini-3.5-flash,STOP,"{""candidates"": [{""content"": {""parts"": [{""text"": ""11956"", ""thoughtSignature"": ""EmgKZgERTTIPz/OOlz5Jn5j9N6QG4VcEG1eMSk4ZUxiposm5P8i5Ken6WTvC9qwEh8voytlUvW3cbC9Nlo4SYI98qsvsqeRt9gZooJiv5xiZ0fvBPfR9ts1OPCudOHWGhEqSbMAgvoHtmQ==""}], ""role"": ""model""}, ""finishReason"": ""STOP"", ""index"": 0}], ""usageMetadata"": {""promptTokenCount"": 81, ""candidatesTokenCount"": 5, ""totalTokenCount"": 86, ""promptTokensDetails"": [{""modality"": ""TEXT"", ""tokenCount"": 81}], ""serviceTier"": ""standard""}, ""modelVersion"": ""gemini-3.5-flash"", ""responseId"": ""TD6gaquvDc3-vdIPzoO6iQQ""}"
976cf14e2a10005634d77ec72c749ef1f3a4d9141c62ebab8eb398eeb3451b1d,11369ef5efb4048d455b5758,AO--AR,9,1,2026-09-08T16:56:43.951406+00:00,"Estimez la distance à vol d’oiseau, suivant un grand cercle, en kilomètres entre Luanda, Angola et Buenos Aires, Argentina. Répondez uniquement par votre meilleure estimation numérique en kilomètres, sans expliquer votre raisonnement. Utilisez uniquement les chiffres 0–9, avec un point si un séparateur décimal est nécessaire. N’incluez ni séparateur de milliers ni unité.",7778,7778.0,valid,True,False,1104.8045409843326,82,4,0.000159,0.000159,gemini-3.5-flash,STOP,"{""candidates"": [{""content"": {""parts"": [{""text"": ""7778"", ""thoughtSignature"": ""EmgKZgERTTIPE8i8Y2SwlyC644MvhFMKlwyNgIbTalkxlJdZuI+SM+lViEL4jhHaKjRpAnuumzdOP5wN5gyFTwmBH68fgCDWxj9bULU+aYrcTL5R3JwFHf6emUlFhN4GmvvmkPqQ7eHodw==""}], ""role"": ""model""}, ""finishReason"": ""STOP"", ""index"": 0}], ""usageMetadata"": {""promptTokenCount"": 82, ""candidatesTokenCount"": 4, ""totalTokenCount"": 86, ""promptTokensDetails"": [{""modality"": ""TEXT"", ""tokenCount"": 82}], ""serviceTier"": ""standard""}, ""modelVersion"": ""gemini-3.5-flash"", ""responseId"": ""TD6gavnABKnYxs0P8efFmAI""}"
